ville,name,description,url,latitude,longitude,score
Aigues Mortes,Résidence Odalys Fleur de Sel,"Situé à Aigues-Mortes, à 5 minutes à pied du centre-ville historique, l'établissement Résidence Odalys Fleur de Sel dispose d'une piscine extérieure chauffée ouverte en saison. Vous bénéficierez gratuitement d'une connexion Wi-Fi.

Répartis en petits duplex, tous les appartements comportent une salle de bains privative, un salon muni d'une télévision à écran plat et une kitchenette entièrement équipée. Certains comprennent également une terrasse ou un balcon.

La Résidence Odalys Fleur de Sel est implantée à 25 km de Montpellier. L'aéroport de Montpellier - Méditerranée se trouve, quant à lui, à 18 km. Vous pourrez profiter gratuitement d'un parking extérieur.",https://www.booking.com/hotel/fr/residence-odalys-fleur-de-sel.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.574094,4.179246,8.4
Aigues Mortes,Résidence Odalys Le Mas des Flamants,"Située à l'extérieur des fortifications d'Aigues-Mortes, sur les rives du Vidourle, la Résidence Odalys Le Mas des Flamants possède une piscine et des pataugeoires. Vous pourrez également vous rendre à la plage du Grau-du-Roi, à 7 km.

Occupant de petites maisons mitoyennes, les appartements de la Résidence Odalys Le Mas des Flamants comportent une terrasse ou un jardin privés. Une télévision et une connexion Wi-Fi sont disponibles moyennant des frais supplémentaires.

Vous pourrez préparer vos repas dans la kitchenette de votre hébergement et les déguster dans le petit coin repas. Les kitchenettes sont équipées de plaques de cuisson, d'un micro-ondes et d'un lave-vaisselle.

Une place de stationnement gratuite est disponible pour chaque appartement, et une laverie est également à votre disposition sur place. La Résidence Odalys Le Mas des Flamants est à 5 minutes de marche du centre-ville, et vous pourrez vous détendre sur la plage de Port-Camargue, située à 7 km.",https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.57379435310839,4.180621862215048,8.4
Aigues Mortes,La maison sur la place dans Aigues Mortes,"Situé à Aigues-Mortes, l’hébergement La maison sur la place dans Aigues Mortes offre une vue sur la ville. Il propose un jardin, une terrasse et une connexion Wi-Fi gratuite. Cette maison de vacances comprend un patio et se trouve dans une région où vous pourrez pratiquer des activités telles que la pêche et le vélo.

Cette maison de vacances avec climatisation se compose de 2 chambres, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 2 salles de bains avec une douche et un sèche-cheveux. Des serviettes et du linge de lit sont disponibles.

Vous séjournerez à respectivement 23 km et 24 km de ces lieux d’intérêt : Parc des expositions de Montpellier et Salle de concert Arena Montpellier. L'aéroport le plus proche (Aéroport Montpellier Méditerranée) est à 29 km.",https://www.booking.com/hotel/fr/la-maison-sur-la-place-aigues-mortes.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=25&hpos=25&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.5658726,4.1929586,9.2
Aigues Mortes,Maison sol en ciel Petit Dejeuner et Parking inclus,"L’établissement Maison sol en ciel Petit Dejeuner et Parking inclus se trouve à Aigues-Mortes, à 24 km de ce lieu d’intérêt : Parc des expositions de Montpellier. Il propose la climatisation, une connexion Wi-Fi gratuite, ainsi qu’une terrasse.

L’établissement dispose d’une télévision à écran plat, ainsi que d'une salle de bains privative comprenant des articles de toilette gratuits, un sèche-cheveux et une douche.

Vous séjournerez à respectivement 24 km et 29 km de ces lieux d’intérêt : Salle de concert Arena Montpellier et Zénith Sud Montpellier. L'aéroport le plus proche (Aéroport Montpellier Méditerranée) est à 30 km.",https://www.booking.com/hotel/fr/maison-sol-en-ciel.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=24&hpos=24&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.5643228824193,4.19339834100036,9.9
Aigues Mortes,Marina Aigues Mortes 75m2,"L’hébergement Marina Aigues Mortes 75m2 se situe à Aigues-Mortes, à respectivement 23 km et 24 km de ces lieux d’intérêt : Parc des expositions de Montpellier et Salle de concert Arena Montpellier. Il possède une connexion Wi-Fi gratuite, la climatisation, un service de prêt de vélos et une terrasse. Cet hébergement met à votre disposition un balcon et un parking privé gratuit.

Cette maison de vacances compte 2 chambres, une cuisine avec un réfrigérateur et un lave-vaisselle, une télévision à écran plat, un coin salon, ainsi que 1 salle de bains possédant une douche. Des serviettes et du linge de lit sont à disposition.

Vous séjournerez à respectivement 28 km et 29 km de ces lieux d’intérêt : Zénith Sud Montpellier et Centre commercial régional Odysseum. L'aéroport le plus proche (Aéroport Montpellier Méditerranée) est à 30 km.",https://www.booking.com/hotel/fr/marina-aigues-mortes-75m2.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=23&hpos=23&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.5747463,4.1883983,9.6
Aigues Mortes,Maison de vacances à quelques pas des remparts,"L’hébergement Maison de vacances à quelques pas des remparts se situe à Aigues-Mortes, à 23 km de ce lieu d’intérêt : Salle de concert Arena Montpellier. Il comprend une terrasse, une connexion Wi-Fi gratuite et un service de concierge. Cet hébergement est installé à 23 km de : Parc des expositions de Montpellier. Il possède une piscine extérieure ouverte en saison et un parking privé gratuit.

Cette maison de vacances avec climatisation se compose de 3 chambres, d'un salon, d'une kitchenette entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et un sèche-cheveux. Une télévision à écran plat est à disposition.

Vous séjournerez à respectivement 28 km et 28 km de ces lieux d’intérêt : Zénith Sud Montpellier et Centre commercial régional Odysseum. L'aéroport le plus proche (Aéroport Montpellier Méditerranée) est à 29 km.",https://www.booking.com/hotel/fr/maison-de-vacances-a-quelques-pas-des-remparts.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=22&hpos=22&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.570588773774,4.187651264012,8.8
Aigues Mortes,Holiday Home L'Abrivado by Interhome,"L’hébergement Holiday Home L'Abrivado by Interhome vous accueille à Aigues-Mortes, à respectivement 24 km, 25 km et 29 km de ces lieux d’intérêt : Parc des expositions de Montpellier, Salle de concert Arena Montpellier et Zénith Sud Montpellier. Cet hébergement met à votre disposition une terrasse, un parking privé gratuit et une connexion Wi-Fi gratuite.

Cette maison de vacances avec climatisation se compose de 2 chambres séparées, d'une cuisine entièrement équipée avec un réfrigérateur et un micro-ondes, ainsi que de 1 salle de bains. Une télévision est à votre disposition.

Vous séjournerez à respectivement 30 km et 32 km de ces lieux d’intérêt : Centre commercial régional Odysseum et Hôtel de ville de Montpellier. L'aéroport le plus proche (Aéroport Montpellier Méditerranée) est à 30 km.",https://www.booking.com/hotel/fr/adbdcdbcfedeadfc-holiday-home-l-abrivado.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=21&hpos=21&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.565819,4.205353,9.0
Aigues Mortes,Maison de village avec garage,"Offrant une vue sur la ville, l’hébergement Maison de village avec garage se trouve à Aigues-Mortes, à respectivement 24 km et 28 km de ces lieux d’intérêt : Salle de concert Arena Montpellier et Zénith Sud Montpellier. Cet hébergement avec climatisation est installé à 23 km de : Parc des expositions de Montpellier. Vous pourrez profiter d’une connexion Wi-Fi gratuite et d’un parking privé disponible sur place.

Cette maison de vacances compte 2 chambres, une cuisine avec un réfrigérateur et un four, une télévision à écran plat, un coin salon, ainsi que 1 salle de bains comportant une douche. Des serviettes et du linge de lit sont disponibles.

Parlant anglais et français, le personnel de la réception se fera un plaisir de vous fournir des conseils pratiques sur la région.

Vous séjournerez à respectivement 29 km et 31 km de ces lieux d’intérêt : Centre commercial régional Odysseum et Hôtel de ville de Montpellier. L'aéroport le plus proche (Aéroport Montpellier Méditerranée) est à 29 km.",https://www.booking.com/hotel/fr/maison-de-village-avec-garage-aigues-mortes.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=20&hpos=20&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.5652032,4.1899022,8.6
Aigues Mortes,Les Flo location,"L’hébergement Les Flo location vous accueille à respectivement 25 km et 30 km de ces lieux d’intérêt : Salle de concert Arena Montpellier et Zénith Sud Montpellier. Il comprend une connexion Wi-Fi gratuite et une terrasse. Cet hébergement est installé à 25 km de : Parc des expositions de Montpellier. Il propose un jardin et un parking privé gratuit.

Cet appartement avec climatisation se compose de 1 chambre séparée, d'un salon, d'une cuisine entièrement équipée, et de 1 salle de bains. Des serviettes et du linge de lit moyennant des frais supplémentaires.

Vous séjournerez à respectivement 30 km et 33 km de ces lieux d’intérêt : Centre commercial régional Odysseum et Hôtel de ville de Montpellier. L'aéroport le plus proche (Aéroport Montpellier Méditerranée) est à 31 km.",https://www.booking.com/hotel/fr/les-flo-location.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=19&hpos=19&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.573982420304,4.195183373197,9.1
Aigues Mortes,Le Mas Des Sables,"Le Mas des Sables vous accueille dans un parc de 7 hectares de verdure à 2 km des remparts de la cité médiévale d'Aigues-Mortes. Vous pourrez vous détendre dans le jardin ou dans la piscine extérieure. Vous bénéficierez gratuitement d’une connexion Wi-Fi et d’un parking. Vous séjournerez à 28 km des Saintes-Maries-de-la-Mer.

Les chambres climatisées sont décorées dans un style méditerranéen. Elles possèdent un téléphone, la télévision par satellite et une salle de bains privative. La plupart des chambres donnent sur le jardin. Les chambres au rez-de-chaussée sont réparties en pavillons de 4 chambres.

Par ailleurs, le Mas des Sables sert des spécialités régionales dans la salle à manger décorée dans un style camarguais ou sur la terrasse fleurie.

L’établissement bénéficie d'un accès direct à la Via Rhôna, itinéraire cyclable reliant le lac Léman à la Méditerranée, entre les étapes 20 et 21 du tronçon Avignon à Sète.

Enfin, Le Mas Des Sables se trouve à 20 minutes en voiture de l'aéroport de Montpellier-Méditerranée.",https://www.booking.com/hotel/fr/le-mas-des-sables-aigues-mortes.fr.html?aid=304142&label=gen173nr-10CAQoggJCHHNlYXJjaF9haWd1ZXMgbW9ydGVzLCBmcmFuY2VIDVgEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AvXj78UGwAIB0gIkNDY3MWM0NzEtZjhmZC00ZGQxLWExMTEtNGQ2M2QzNGZiMTI32AIB4AIB&sid=1e6d9342828c36bb16dba6011dc0066a&dist=0&group_adults=2&group_children=0&hapos=18&hpos=18&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1757147639&srpvid=7ed93c3a1cec00fd&type=total&ucfs=1&,43.58606025440726,4.197451160713172,8.0
